offline_result,online_result,empirical_ratio
9634.201484150082,7215.979546736308,1.3351203979655824
9640.052749360784,7210.871189473934,1.3368776803880296
9639.134413551386,7213.827579277115,1.3362024955020213
9643.09705462208,7220.6219800836225,1.3354939617695376
9640.124144659681,7242.059220017335,1.3311302561589113
9637.213629989274,7249.228002859194,1.3294124044916542
9634.937905680845,7223.203297392536,1.3338871286038574
9638.88605128226,7209.460248605812,1.3369774877594003
9626.31592399602,7205.689083333376,1.335932734908242
9635.032048921908,7185.347165575721,1.34092783923961
9640.560127967608,7224.498752996185,1.334426159872949
9636.558125186177,7206.077264211646,1.337282098409533
9630.327829528396,7199.299719221618,1.3376756358422064
9640.863849115247,7235.868025236096,1.332371432907758
9638.128335599558,7246.241817204606,1.330086488794225
9633.000357607454,7226.807789523871,1.3329537242669784
9627.287461694541,7197.432605742954,1.3376002234481172
9632.590319770961,7167.843293554869,1.343861734314466
9632.729844030438,7218.074485201966,1.334529016537422
9630.627836628613,7212.497958265217,1.335269402134433
9638.283197508901,7212.826887374342,1.3362698631212386
9636.589265643237,7242.729129113641,1.330519075593616
9634.683060256999,7219.617665297535,1.3345143062863198
9639.479301252686,7247.707938049874,1.3300038279200253
9634.667488683697,7239.9447180158695,1.3307653392309478
9635.198551698568,7215.838220479515,1.3352847246980377
9643.776708524749,7238.127852378164,1.3323578838630465
9637.37429737987,7199.458016584672,1.3386249735992926
9639.873769689382,7200.200750694429,1.3388340274762
9637.966391337673,7225.505804875893,1.3338812052207905
9640.616992783582,7237.607566862613,1.3320170931791258
9640.493668664423,7227.53444311378,1.3338564823927823
